target_gene,guide_id,accession,locus,ORF_ID,Best_Hit_ARO,ARO,Drug Class,Resistance Mechanism,AMR Gene Family,Model_type,Cut_Off,Best_Identities,Percentage Length of Reference Sequence
mcr1,mcr1_riskaware_top4,GCF_000968155.1,NZ_FO834906.1:1096875-1098947:-,mcr1|mcr1_riskaware_top4|GCF_000968155.1|NZ_FO834906.1:1096875-1098947:-|gene=flhA|product=formate_hydrogenlyase_transcriptional_activator_FlhA|record=313_1 # 1 # 2073 # 1 # ID=313_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,TxR,3005008,tetracycline antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,39.14,216.98
mcr1,mcr1_riskaware_top4,GCF_000968155.1,NZ_FO834906.1:1608604-1609401:-,mcr1|mcr1_riskaware_top4|GCF_000968155.1|NZ_FO834906.1:1608604-1609401:-|gene=nan|product=ABC_transporter_ATP-binding_protein|record=316_1 # 1 # 798 # 1 # ID=316_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.652,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,28.5,86.6
mcr1,mcr1_riskaware_top4,GCF_000968155.1,NZ_FO834906.1:2602278-2603291:+,mcr1|mcr1_riskaware_top4|GCF_000968155.1|NZ_FO834906.1:2602278-2603291:+|gene=nan|product=methionine_ABC_transporter_ATP-binding_protein|record=318_1 # 1 # 1014 # 1 # ID=318_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.549,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,30.84,52.33
mcr1,mcr1_riskaware_top4,GCF_000968155.1,NZ_FO834906.1:3931355-3932593:+,mcr1|mcr1_riskaware_top4|GCF_000968155.1|NZ_FO834906.1:3931355-3932593:+|gene=nan|product=MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit|record=320_1 # 1 # 1239 # 1 # ID=320_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.655,mdtA,3000792,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,78.07,99.28
mcr1,mcr1_riskaware_top4,GCF_000968155.1,NZ_FO834906.1:4939828-4940526:+,mcr1|mcr1_riskaware_top4|GCF_000968155.1|NZ_FO834906.1:4939828-4940526:+|gene=cpxR|product=envelope_stress_response_regulator_transcription_factor_CpxR|record=322_1 # 1 # 699 # 1 # ID=322_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.565,Pseudomonas aeruginosa CpxR,3004054,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,48.68,103.11
mcr1,mcr1_riskaware_top4,GCF_000968155.1,NZ_FO834906.1:5259873-5261393:+,mcr1|mcr1_riskaware_top4|GCF_000968155.1|NZ_FO834906.1:5259873-5261393:+|gene=nan|product=sugar_ABC_transporter_ATP-binding_protein|record=323_1 # 1 # 1521 # 1 # ID=323_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.635,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,32.38,78.57
mcr1,mcr1_riskaware_top4,GCF_001022035.1,NZ_CP011578.1:533643-534656:+,mcr1|mcr1_riskaware_top4|GCF_001022035.1|NZ_CP011578.1:533643-534656:+|gene=nan|product=methionine_ABC_transporter_ATP-binding_protein|record=324_1 # 1 # 1014 # 1 # ID=324_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.548,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,30.84,52.33
mcr1,mcr1_riskaware_top4,GCF_001022035.1,NZ_CP011578.1:1712845-1714083:+,mcr1|mcr1_riskaware_top4|GCF_001022035.1|NZ_CP011578.1:1712845-1714083:+|gene=nan|product=MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit|record=327_1 # 1 # 1239 # 1 # ID=327_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.655,mdtA,3000792,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,78.31,99.28
mcr1,mcr1_riskaware_top4,GCF_001022035.1,NZ_CP011578.1:2318032-2320099:+,mcr1|mcr1_riskaware_top4|GCF_001022035.1|NZ_CP011578.1:2318032-2320099:+|gene=flhA|product=formate_hydrogenlyase_transcriptional_activator_FlhA|record=330_1 # 293 # 2068 # 1 # ID=330_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.605,TxR,3005008,tetracycline antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,39.14,185.85
mcr1,mcr1_riskaware_top4,GCF_001022035.1,NZ_CP011578.1:3560560-3561258:-,mcr1|mcr1_riskaware_top4|GCF_001022035.1|NZ_CP011578.1:3560560-3561258:-|gene=cpxR|product=envelope_stress_response_regulator_transcription_factor_CpxR|record=331_1 # 1 # 699 # 1 # ID=331_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.567,Pseudomonas aeruginosa CpxR,3004054,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,48.68,103.11
mcr1,mcr1_riskaware_top4,GCF_001022035.1,NZ_CP011578.1:3854294-3855814:-,mcr1|mcr1_riskaware_top4|GCF_001022035.1|NZ_CP011578.1:3854294-3855814:-|gene=nan|product=sugar_ABC_transporter_ATP-binding_protein|record=332_1 # 1 # 1521 # 1 # ID=332_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.636,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,32.38,78.57
mcr1,mcr1_riskaware_top4,GCF_001022035.1,NZ_CP011578.1:4861420-4862217:-,mcr1|mcr1_riskaware_top4|GCF_001022035.1|NZ_CP011578.1:4861420-4862217:-|gene=nan|product=ABC_transporter_ATP-binding_protein|record=334_1 # 1 # 798 # 1 # ID=334_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.653,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,28.5,86.6
mcr1,mcr1_riskaware_top4,GCF_001022175.1,NZ_CP011624.1:806110-806907:+,mcr1|mcr1_riskaware_top4|GCF_001022175.1|NZ_CP011624.1:806110-806907:+|gene=nan|product=ABC_transporter_ATP-binding_protein|record=337_1 # 1 # 798 # 1 # ID=337_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.654,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,28.5,86.6
mcr1,mcr1_riskaware_top4,GCF_001022175.1,NZ_CP011624.1:1805266-1806786:+,mcr1|mcr1_riskaware_top4|GCF_001022175.1|NZ_CP011624.1:1805266-1806786:+|gene=nan|product=sugar_ABC_transporter_ATP-binding_protein|record=340_1 # 1 # 1521 # 1 # ID=340_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.635,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,32.38,78.57
mcr1,mcr1_riskaware_top4,GCF_001022175.1,NZ_CP011624.1:2101203-2101901:+,mcr1|mcr1_riskaware_top4|GCF_001022175.1|NZ_CP011624.1:2101203-2101901:+|gene=cpxR|product=envelope_stress_response_regulator_transcription_factor_CpxR|record=341_1 # 1 # 699 # 1 # ID=341_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.567,Pseudomonas aeruginosa CpxR,3004054,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,48.68,103.11
mcr1,mcr1_riskaware_top4,GCF_001022175.1,NZ_CP011624.1:3346047-3348119:-,mcr1|mcr1_riskaware_top4|GCF_001022175.1|NZ_CP011624.1:3346047-3348119:-|gene=flhA|product=formate_hydrogenlyase_transcriptional_activator_FlhA|record=342_1 # 1 # 2073 # 1 # ID=342_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.611,TxR,3005008,tetracycline antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,38.82,216.98
mcr1,mcr1_riskaware_top4,GCF_001022175.1,NZ_CP011624.1:3962160-3963398:-,mcr1|mcr1_riskaware_top4|GCF_001022175.1|NZ_CP011624.1:3962160-3963398:-|gene=nan|product=MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit|record=345_1 # 1 # 1239 # 1 # ID=345_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.653,mdtA,3000792,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,78.8,99.28
mcr1,mcr1_riskaware_top4,GCF_001022175.1,NZ_CP011624.1:5120379-5121392:-,mcr1|mcr1_riskaware_top4|GCF_001022175.1|NZ_CP011624.1:5120379-5121392:-|gene=nan|product=methionine_ABC_transporter_ATP-binding_protein|record=348_1 # 1 # 1014 # 1 # ID=348_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.551,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,30.84,52.33
mcr1,mcr1_riskaware_top4,GCF_001022235.1,NZ_CP011647.1:12845-14917:+,mcr1|mcr1_riskaware_top4|GCF_001022235.1|NZ_CP011647.1:12845-14917:+|gene=flhA|product=formate_hydrogenlyase_transcriptional_activator_FlhA|record=349_1 # 1 # 2073 # 1 # ID=349_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.609,TxR,3005008,tetracycline antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,39.14,216.98
mcr1,mcr1_riskaware_top4,GCF_001022235.1,NZ_CP011647.1:1257952-1258650:-,mcr1|mcr1_riskaware_top4|GCF_001022235.1|NZ_CP011647.1:1257952-1258650:-|gene=cpxR|product=envelope_stress_response_regulator_transcription_factor_CpxR|record=350_1 # 1 # 699 # 1 # ID=350_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.567,Pseudomonas aeruginosa CpxR,3004054,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,48.68,103.11
mcr1,mcr1_riskaware_top4,GCF_001022235.1,NZ_CP011647.1:1550492-1552012:-,mcr1|mcr1_riskaware_top4|GCF_001022235.1|NZ_CP011647.1:1550492-1552012:-|gene=nan|product=sugar_ABC_transporter_ATP-binding_protein|record=351_1 # 1 # 1521 # 1 # ID=351_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.636,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,32.38,78.57
mcr1,mcr1_riskaware_top4,GCF_001022235.1,NZ_CP011647.1:2561067-2561864:-,mcr1|mcr1_riskaware_top4|GCF_001022235.1|NZ_CP011647.1:2561067-2561864:-|gene=nan|product=ABC_transporter_ATP-binding_protein|record=353_1 # 1 # 798 # 1 # ID=353_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.653,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,28.5,86.6
mcr1,mcr1_riskaware_top4,GCF_001022235.1,NZ_CP011647.1:3551950-3552963:+,mcr1|mcr1_riskaware_top4|GCF_001022235.1|NZ_CP011647.1:3551950-3552963:+|gene=nan|product=methionine_ABC_transporter_ATP-binding_protein|record=355_1 # 1 # 1014 # 1 # ID=355_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.548,macB,3000535,macrolide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,30.84,52.33
mcr1,mcr1_riskaware_top4,GCF_001022235.1,NZ_CP011647.1:4806991-4808229:+,mcr1|mcr1_riskaware_top4|GCF_001022235.1|NZ_CP011647.1:4806991-4808229:+|gene=nan|product=MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit|record=358_1 # 1 # 1239 # 1 # ID=358_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.653,mdtA,3000792,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,78.55,99.28
mcr1,mcr1_riskaware_top5,GCF_000364385.3,NZ_CP006659.2:780895-782199:+,mcr1|mcr1_riskaware_top5|GCF_000364385.3|NZ_CP006659.2:780895-782199:+|gene=nan|product=MFS_transporter|record=368_1 # 1 # 1305 # 1 # ID=368_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_000364385.3,NZ_CP006659.2:873870-875636:+,mcr1|mcr1_riskaware_top5|GCF_000364385.3|NZ_CP006659.2:873870-875636:+|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=369_1 # 1 # 1767 # 1 # ID=369_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_000364385.3,NZ_CP006659.2:1671753-1672811:+,mcr1|mcr1_riskaware_top5|GCF_000364385.3|NZ_CP006659.2:1671753-1672811:+|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=378_1 # 1 # 1059 # 1 # ID=378_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_000364385.3,NZ_CP006659.2:3033422-3034588:-,mcr1|mcr1_riskaware_top5|GCF_000364385.3|NZ_CP006659.2:3033422-3034588:-|gene=nan|product=MFS_transporter|record=380_1 # 1 # 1167 # 1 # ID=380_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.613,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_000739495.1,NZ_CP009114.1:1774658-1777780:+,mcr1|mcr1_riskaware_top5|GCF_000739495.1|NZ_CP009114.1:1774658-1777780:+|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=406_1 # 1 # 3123 # 1 # ID=406_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,90.1,100.0
mcr1,mcr1_riskaware_top5,GCF_000739495.1,NZ_CP009114.1:1213493-1214659:-,mcr1|mcr1_riskaware_top5|GCF_000739495.1|NZ_CP009114.1:1213493-1214659:-|gene=nan|product=MFS_transporter|record=411_1 # 1 # 1167 # 1 # ID=411_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.613,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_000739495.1,NZ_CP009114.1:4299763-4301067:+,mcr1|mcr1_riskaware_top5|GCF_000739495.1|NZ_CP009114.1:4299763-4301067:+|gene=nan|product=MFS_transporter|record=424_1 # 1 # 1305 # 1 # ID=424_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_000739495.1,NZ_CP009114.1:4392738-4394504:+,mcr1|mcr1_riskaware_top5|GCF_000739495.1|NZ_CP009114.1:4392738-4394504:+|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=425_1 # 1 # 1767 # 1 # ID=425_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_000739495.1,NZ_CP009114.1:5151560-5152618:+,mcr1|mcr1_riskaware_top5|GCF_000739495.1|NZ_CP009114.1:5151560-5152618:+|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=434_1 # 1 # 1059 # 1 # ID=434_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_000764615.1,NZ_CP008929.1:25388-28510:+,mcr1|mcr1_riskaware_top5|GCF_000764615.1|NZ_CP008929.1:25388-28510:+|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=436_1 # 1 # 3123 # 1 # ID=436_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.646,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,90.1,100.0
mcr1,mcr1_riskaware_top5,GCF_000764615.1,NZ_CP008929.1:2507870-2509174:+,mcr1|mcr1_riskaware_top5|GCF_000764615.1|NZ_CP008929.1:2507870-2509174:+|gene=nan|product=MFS_transporter|record=450_1 # 1 # 1305 # 1 # ID=450_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,30.47,101.17
mcr1,mcr1_riskaware_top5,GCF_000764615.1,NZ_CP008929.1:2588637-2590403:+,mcr1|mcr1_riskaware_top5|GCF_000764615.1|NZ_CP008929.1:2588637-2590403:+|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=451_1 # 1 # 1767 # 1 # ID=451_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_000764615.1,NZ_CP008929.1:4664663-4665829:-,mcr1|mcr1_riskaware_top5|GCF_000764615.1|NZ_CP008929.1:4664663-4665829:-|gene=nan|product=MFS_transporter|record=459_1 # 1 # 1167 # 1 # ID=459_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.611,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_000775955.1,NZ_CP009461.1:1428407-1431529:-,mcr1|mcr1_riskaware_top5|GCF_000775955.1|NZ_CP009461.1:1428407-1431529:-|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=465_1 # 1 # 3123 # 1 # ID=465_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.646,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,90.1,100.0
mcr1,mcr1_riskaware_top5,GCF_000775955.1,NZ_CP009461.1:1983878-1985044:+,mcr1|mcr1_riskaware_top5|GCF_000775955.1|NZ_CP009461.1:1983878-1985044:+|gene=nan|product=MFS_transporter|record=476_1 # 1 # 1167 # 1 # ID=476_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.607,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.73,88.99
mcr1,mcr1_riskaware_top5,GCF_000775955.1,NZ_CP009461.1:4005814-4007580:-,mcr1|mcr1_riskaware_top5|GCF_000775955.1|NZ_CP009461.1:4005814-4007580:-|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=486_1 # 1 # 1767 # 1 # ID=486_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.566,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_000775955.1,NZ_CP009461.1:4099309-4100613:-,mcr1|mcr1_riskaware_top5|GCF_000775955.1|NZ_CP009461.1:4099309-4100613:-|gene=nan|product=MFS_transporter|record=487_1 # 1 # 1305 # 1 # ID=487_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_000807395.2,NZ_CP010361.1:1694400-1697522:-,mcr1|mcr1_riskaware_top5|GCF_000807395.2|NZ_CP010361.1:1694400-1697522:-|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=514_1 # 1 # 3123 # 1 # ID=514_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.649,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,89.9,100.0
mcr1,mcr1_riskaware_top5,GCF_000807395.2,NZ_CP010361.1:2291157-2292323:+,mcr1|mcr1_riskaware_top5|GCF_000807395.2|NZ_CP010361.1:2291157-2292323:+|gene=nan|product=MFS_transporter|record=517_1 # 1 # 1167 # 1 # ID=517_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
mcr1,mcr1_riskaware_top5,GCF_000807395.2,NZ_CP010361.1:3636784-3637842:-,mcr1|mcr1_riskaware_top5|GCF_000807395.2|NZ_CP010361.1:3636784-3637842:-|gene=modC|product=molybdenum_ABC_transporter_ATP-binding_protein_ModC|record=518_1 # 1 # 1059 # 1 # ID=518_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,bcrA,3002987,peptide antibiotic,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,protein homolog model,Loose,33.67,115.03
mcr1,mcr1_riskaware_top5,GCF_000807395.2,NZ_CP010361.1:4443318-4445084:-,mcr1|mcr1_riskaware_top5|GCF_000807395.2|NZ_CP010361.1:4443318-4445084:-|gene=nan|product=peptidoglycan_glycosyltransferase_FtsI|record=527_1 # 1 # 1767 # 1 # ID=527_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,cephalosporin; penicillin beta-lactam,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,protein variant model,Strict,52.37,96.39
mcr1,mcr1_riskaware_top5,GCF_000807395.2,NZ_CP010361.1:4536755-4538059:-,mcr1|mcr1_riskaware_top5|GCF_000807395.2|NZ_CP010361.1:4536755-4538059:-|gene=nan|product=MFS_transporter|record=528_1 # 1 # 1305 # 1 # ID=528_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,Acinetobacter baumannii AbaF,3004573,phosphonic acid antibiotic,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,protein homolog model,Loose,29.98,101.17
mcr1,mcr1_riskaware_top5,GCF_000814305.1,NZ_CP010392.1:1693185-1696307:-,mcr1|mcr1_riskaware_top5|GCF_000814305.1|NZ_CP010392.1:1693185-1696307:-|gene=nan|product=MdtB/MuxB_family_multidrug_efflux_RND_transporter_permease_subunit|record=540_1 # 1 # 3123 # 1 # ID=540_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.646,mdtB,3000793,aminocoumarin antibiotic,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,protein homolog model,Loose,89.9,100.0
mcr1,mcr1_riskaware_top5,GCF_000814305.1,NZ_CP010392.1:2283667-2284833:+,mcr1|mcr1_riskaware_top5|GCF_000814305.1|NZ_CP010392.1:2283667-2284833:+|gene=nan|product=MFS_transporter|record=552_1 # 1 # 1167 # 1 # ID=552_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.612,cmlv,3002700,phenicol antibiotic,antibiotic inactivation,chloramphenicol phosphotransferase,protein homolog model,Loose,34.99,88.99
