rgi_input_record_id,target_gene,guide_id,accession,local_genome_file,seqid,start,end,strand,sequence_length,overlap_gene,overlap_product,db_amr_confirmed,db_refined_functional_class
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:404837-406018:-|gene=tsgA|product=MFS_transporter_TsgA|record=189,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,404837,406018,-,1182,tsgA,MFS transporter TsgA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:523132-524499:-|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=190,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,523132,524499,-,1368,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:815311-816465:-|gene=metK|product=methionine_adenosyltransferase|record=191,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,815311,816465,-,1155,metK,methionine adenosyltransferase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:873779-875146:-|gene=ghxQ|product=guanine/hypoxanthine_transporter_GhxQ|record=192,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,873779,875146,-,1368,ghxQ,guanine/hypoxanthine transporter GhxQ,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:3237977-3239362:+|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=193,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,3237977,3239362,+,1386,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:4002106-4003062:+|gene=fecD|product=Fe(3+)_dicitrate_ABC_transporter_permease_subunit_FecD|record=194,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,4002106,4003062,+,957,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:4139095-4140053:+|gene=fecD|product=Fe(3+)_dicitrate_ABC_transporter_permease_subunit_FecD|record=195,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,4139095,4140053,+,959,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:4143428-4144384:+|gene=fecD|product=Fe(3+)_dicitrate_ABC_transporter_permease_subunit_FecD|record=196,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,4143428,4144384,+,957,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000599625.1|NZ_CP007390.1:4599604-4602390:-|gene=polA|product=DNA_polymerase_I|record=197,mcr1,mcr1_riskaware_top4,GCF_000599625.1,data_cas_offinder/expanded_panel/genomes/GCF_000599625.1_genomic.fna,NZ_CP007390.1,4599604,4602390,-,2787,polA,DNA polymerase I,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:493727-494908:-|gene=tsgA|product=MFS_transporter_TsgA|record=198,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,493727,494908,-,1182,tsgA,MFS transporter TsgA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:618014-619381:-|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=199,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,618014,619381,-,1368,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:915241-916395:-|gene=metK|product=methionine_adenosyltransferase|record=200,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,915241,916395,-,1155,metK,methionine adenosyltransferase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:973709-975076:-|gene=ghxQ|product=guanine/hypoxanthine_transporter_GhxQ|record=201,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,973709,975076,-,1368,ghxQ,guanine/hypoxanthine transporter GhxQ,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:3337875-3339260:+|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=202,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,3337875,3339260,+,1386,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:4041681-4042637:+|gene=fecD|product=Fe(3+)_dicitrate_ABC_transporter_permease_subunit_FecD|record=203,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,4041681,4042637,+,957,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:4248898-4249854:+|gene=fecD|product=Fe(3+)_dicitrate_ABC_transporter_permease_subunit_FecD|record=204,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,4248898,4249854,+,957,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000599645.1|NZ_CP007391.1:4706136-4708922:-|gene=polA|product=DNA_polymerase_I|record=205,mcr1,mcr1_riskaware_top4,GCF_000599645.1,data_cas_offinder/expanded_panel/genomes/GCF_000599645.1_genomic.fna,NZ_CP007391.1,4706136,4708922,-,2787,polA,DNA polymerase I,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000599665.1|NZ_CP007392.1:7112-9898:+|gene=polA|product=DNA_polymerase_I|record=206,mcr1,mcr1_riskaware_top4,GCF_000599665.1,data_cas_offinder/expanded_panel/genomes/GCF_000599665.1_genomic.fna,NZ_CP007392.1,7112,9898,+,2787,polA,DNA polymerase I,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000599665.1|NZ_CP007392.1:1366169-1367554:-|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=207,mcr1,mcr1_riskaware_top4,GCF_000599665.1,data_cas_offinder/expanded_panel/genomes/GCF_000599665.1_genomic.fna,NZ_CP007392.1,1366169,1367554,-,1386,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599665.1|NZ_CP007392.1:3944270-3945424:+|gene=metK|product=methionine_adenosyltransferase|record=208,mcr1,mcr1_riskaware_top4,GCF_000599665.1,data_cas_offinder/expanded_panel/genomes/GCF_000599665.1_genomic.fna,NZ_CP007392.1,3944270,3945424,+,1155,metK,methionine adenosyltransferase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599665.1|NZ_CP007392.1:4266406-4267773:+|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=209,mcr1,mcr1_riskaware_top4,GCF_000599665.1,data_cas_offinder/expanded_panel/genomes/GCF_000599665.1_genomic.fna,NZ_CP007392.1,4266406,4267773,+,1368,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599665.1|NZ_CP007392.1:4368733-4369914:+|gene=tsgA|product=MFS_transporter_TsgA|record=210,mcr1,mcr1_riskaware_top4,GCF_000599665.1,data_cas_offinder/expanded_panel/genomes/GCF_000599665.1_genomic.fna,NZ_CP007392.1,4368733,4369914,+,1182,tsgA,MFS transporter TsgA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599685.1|NZ_CP007393.1:8975-11761:+|gene=polA|product=DNA_polymerase_I|record=211,mcr1,mcr1_riskaware_top4,GCF_000599685.1,data_cas_offinder/expanded_panel/genomes/GCF_000599685.1_genomic.fna,NZ_CP007393.1,8975,11761,+,2787,polA,DNA polymerase I,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000599685.1|NZ_CP007393.1:1376572-1377957:-|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=212,mcr1,mcr1_riskaware_top4,GCF_000599685.1,data_cas_offinder/expanded_panel/genomes/GCF_000599685.1_genomic.fna,NZ_CP007393.1,1376572,1377957,-,1386,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599685.1|NZ_CP007393.1:3939649-3940803:+|gene=metK|product=methionine_adenosyltransferase|record=213,mcr1,mcr1_riskaware_top4,GCF_000599685.1,data_cas_offinder/expanded_panel/genomes/GCF_000599685.1_genomic.fna,NZ_CP007393.1,3939649,3940803,+,1155,metK,methionine adenosyltransferase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599685.1|NZ_CP007393.1:4259238-4260605:+|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=214,mcr1,mcr1_riskaware_top4,GCF_000599685.1,data_cas_offinder/expanded_panel/genomes/GCF_000599685.1_genomic.fna,NZ_CP007393.1,4259238,4260605,+,1368,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599685.1|NZ_CP007393.1:4361566-4362747:+|gene=tsgA|product=MFS_transporter_TsgA|record=215,mcr1,mcr1_riskaware_top4,GCF_000599685.1,data_cas_offinder/expanded_panel/genomes/GCF_000599685.1_genomic.fna,NZ_CP007393.1,4361566,4362747,+,1182,tsgA,MFS transporter TsgA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599705.1|NZ_CP007394.1:12873-15711:+|gene=polA|product=DNA_polymerase_I|record=216,mcr1,mcr1_riskaware_top4,GCF_000599705.1,data_cas_offinder/expanded_panel/genomes/GCF_000599705.1_genomic.fna,NZ_CP007394.1,12873,15711,+,2839,polA,DNA polymerase I,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000599705.1|NZ_CP007394.1:1378663-1380048:-|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=217,mcr1,mcr1_riskaware_top4,GCF_000599705.1,data_cas_offinder/expanded_panel/genomes/GCF_000599705.1_genomic.fna,NZ_CP007394.1,1378663,1380048,-,1386,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599705.1|NZ_CP007394.1:3872855-3874009:+|gene=metK|product=methionine_adenosyltransferase|record=218,mcr1,mcr1_riskaware_top4,GCF_000599705.1,data_cas_offinder/expanded_panel/genomes/GCF_000599705.1_genomic.fna,NZ_CP007394.1,3872855,3874009,+,1155,metK,methionine adenosyltransferase,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599705.1|NZ_CP007394.1:4189595-4190962:+|gene=dcuC|product=anaerobic_C4-dicarboxylate_transporter_DcuC|record=219,mcr1,mcr1_riskaware_top4,GCF_000599705.1,data_cas_offinder/expanded_panel/genomes/GCF_000599705.1_genomic.fna,NZ_CP007394.1,4189595,4190962,+,1368,dcuC,anaerobic C4-dicarboxylate transporter DcuC,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000599705.1|NZ_CP007394.1:4305834-4307015:+|gene=tsgA|product=MFS_transporter_TsgA|record=220,mcr1,mcr1_riskaware_top4,GCF_000599705.1,data_cas_offinder/expanded_panel/genomes/GCF_000599705.1_genomic.fna,NZ_CP007394.1,4305834,4307015,+,1182,tsgA,MFS transporter TsgA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:610849-611862:+|gene=nan|product=methionine_ABC_transporter_ATP-binding_protein|record=221,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,610849,611862,+,1014,,methionine ABC transporter ATP-binding protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:808858-810432:+|gene=urtB|product=urea_ABC_transporter_permease_subunit_UrtB|record=222,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,808858,810432,+,1575,urtB,urea ABC transporter permease subunit UrtB,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:1323978-1324973:-|gene=nan|product=ABC_transporter_permease|record=223,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,1323978,1324973,-,996,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:1773420-1774658:+|gene=nan|product=MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit|record=224,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,1773420,1774658,+,1239,,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:2136967-2141916:-|gene=nan|product=alpha-2-macroglobulin_family_protein|record=225,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,2136967,2141916,-,4950,,alpha-2-macroglobulin family protein,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:2319718-2320851:+|gene=norW|product=NADH:flavorubredoxin_reductase_NorW|record=226,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,2319718,2320851,+,1134,norW,NADH:flavorubredoxin reductase NorW,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:2341388-2343460:+|gene=flhA|product=formate_hydrogenlyase_transcriptional_activator_FlhA|record=227,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,2341388,2343460,+,2073,flhA,formate hydrogenlyase transcriptional activator FlhA,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:3586952-3587650:-|gene=cpxR|product=envelope_stress_response_regulator_transcription_factor_CpxR|record=228,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,3586952,3587650,-,699,cpxR,envelope stress response regulator transcription factor CpxR,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:3873493-3875013:-|gene=nan|product=sugar_ABC_transporter_ATP-binding_protein|record=229,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,3873493,3875013,-,1521,,sugar ABC transporter ATP-binding protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:4655151-4656371:+|gene=sbmA|product=peptide_antibiotic_transporter_SbmA|record=230,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,4655151,4656371,+,1221,sbmA,peptide antibiotic transporter SbmA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:4869481-4870278:-|gene=nan|product=ABC_transporter_ATP-binding_protein|record=231,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,4869481,4870278,-,798,,ABC transporter ATP-binding protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000739495.1|NZ_CP009114.1:5203802-5204794:+|gene=nan|product=transketolase_family_protein|record=232,mcr1,mcr1_riskaware_top4,GCF_000739495.1,data_cas_offinder/expanded_panel/genomes/GCF_000739495.1_genomic.fna,NZ_CP009114.1,5203802,5204794,+,993,,transketolase family protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:24150-25388:+|gene=nan|product=MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit|record=233,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,24150,25388,+,1239,,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008930.1:57083-58039:+|gene=fecD|product=Fe(3+)_dicitrate_ABC_transporter_permease_subunit_FecD|record=234,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008930.1,57083,58039,+,957,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008930.1:86571-88322:+|gene=arsA|product=arsenite_efflux_transporter_ATPase_subunit_ArsA|record=235,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008930.1,86571,88322,+,1752,arsA,arsenite efflux transporter ATPase subunit ArsA,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:393774-398723:-|gene=nan|product=alpha-2-macroglobulin_family_protein|record=236,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,393774,398723,-,4950,,alpha-2-macroglobulin family protein,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:576949-578082:+|gene=norW|product=NADH:flavorubredoxin_reductase_NorW|record=237,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,576949,578082,+,1134,norW,NADH:flavorubredoxin reductase NorW,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:598619-600691:+|gene=flhA|product=formate_hydrogenlyase_transcriptional_activator_FlhA|record=238,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,598619,600691,+,2073,flhA,formate hydrogenlyase transcriptional activator FlhA,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:1830439-1831137:-|gene=cpxR|product=envelope_stress_response_regulator_transcription_factor_CpxR|record=239,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,1830439,1831137,-,699,cpxR,envelope stress response regulator transcription factor CpxR,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:2117143-2118663:-|gene=nan|product=sugar_ABC_transporter_ATP-binding_protein|record=240,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,2117143,2118663,-,1521,,sugar ABC transporter ATP-binding protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:2875118-2876338:+|gene=sbmA|product=peptide_antibiotic_transporter_SbmA|record=241,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,2875118,2876338,+,1221,sbmA,peptide antibiotic transporter SbmA,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:3084222-3085019:-|gene=nan|product=ABC_transporter_ATP-binding_protein|record=242,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,3084222,3085019,-,798,,ABC transporter ATP-binding protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:3411459-3412451:+|gene=nan|product=transketolase_family_protein|record=243,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,3411459,3412451,+,993,,transketolase family protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:3816002-3816841:+|gene=nan|product=GPO_family_capsid_scaffolding_protein|record=244,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,3816002,3816841,+,840,,GPO family capsid scaffolding protein,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:4062069-4063082:+|gene=nan|product=methionine_ABC_transporter_ATP-binding_protein|record=245,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,4062069,4063082,+,1014,,methionine ABC transporter ATP-binding protein,False,DB_refined_mobile_or_plasmid_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:4260445-4262019:+|gene=urtB|product=urea_ABC_transporter_permease_subunit_UrtB|record=246,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,4260445,4262019,+,1575,urtB,urea ABC transporter permease subunit UrtB,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000764615.1|NZ_CP008929.1:4801126-4802121:-|gene=nan|product=ABC_transporter_permease|record=247,mcr1,mcr1_riskaware_top4,GCF_000764615.1,data_cas_offinder/expanded_panel/genomes/GCF_000764615.1_genomic.fna,NZ_CP008929.1,4801126,4802121,-,996,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000775955.1|NZ_CP009461.1:831066-833138:-|gene=flhA|product=formate_hydrogenlyase_transcriptional_activator_FlhA|record=248,mcr1,mcr1_riskaware_top4,GCF_000775955.1,data_cas_offinder/expanded_panel/genomes/GCF_000775955.1_genomic.fna,NZ_CP009461.1,831066,833138,-,2073,flhA,formate hydrogenlyase transcriptional activator FlhA,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000775955.1|NZ_CP009461.1:853674-854807:-|gene=norW|product=NADH:flavorubredoxin_reductase_NorW|record=249,mcr1,mcr1_riskaware_top4,GCF_000775955.1,data_cas_offinder/expanded_panel/genomes/GCF_000775955.1_genomic.fna,NZ_CP009461.1,853674,854807,-,1134,norW,NADH:flavorubredoxin reductase NorW,False,DB_refined_essential_like
mcr1|mcr1_riskaware_top4|GCF_000775955.1|NZ_CP009461.1:1063501-1068450:+|gene=nan|product=alpha-2-macroglobulin_family_protein|record=250,mcr1,mcr1_riskaware_top4,GCF_000775955.1,data_cas_offinder/expanded_panel/genomes/GCF_000775955.1_genomic.fna,NZ_CP009461.1,1063501,1068450,+,4950,,alpha-2-macroglobulin family protein,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000775955.1|NZ_CP009461.1:1431529-1432767:-|gene=nan|product=MdtA/MuxA_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit|record=251,mcr1,mcr1_riskaware_top4,GCF_000775955.1,data_cas_offinder/expanded_panel/genomes/GCF_000775955.1_genomic.fna,NZ_CP009461.1,1431529,1432767,-,1239,,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000775955.1|NZ_CP009461.1:1871465-1872460:+|gene=nan|product=ABC_transporter_permease|record=252,mcr1,mcr1_riskaware_top4,GCF_000775955.1,data_cas_offinder/expanded_panel/genomes/GCF_000775955.1_genomic.fna,NZ_CP009461.1,1871465,1872460,+,996,,ABC transporter permease,True,DB_refined_AMR_or_resistance_related
mcr1|mcr1_riskaware_top4|GCF_000775955.1|NZ_CP009461.1:2375351-2376925:-|gene=urtB|product=urea_ABC_transporter_permease_subunit_UrtB|record=253,mcr1,mcr1_riskaware_top4,GCF_000775955.1,data_cas_offinder/expanded_panel/genomes/GCF_000775955.1_genomic.fna,NZ_CP009461.1,2375351,2376925,-,1575,urtB,urea ABC transporter permease subunit UrtB,True,DB_refined_AMR_or_resistance_related
